ASX Industrials Market - Weekly
"Trading data for the week ending Friday, September 18, 2015"
"XAO 5194.3 at 2015-09-18T17:03:05. Report at Friday, September 18, 2015. Processed Monday at 21/09/2015 3:58:09 PM."



ASX Code,Weekly Vol 100's,YTD Vol Mil,PCP Vol Mil,Mkt Cap Bil,NTA,Mkt/Mkt NTA,EPS c,P/E Ratio,Div c Shr,Div Cvr,Div Yld %,Franked Div,Security Description,Stock Change [see notes],Last Sale,Wk Mv + or -,Buy,Sell,Nat Wk High,Nat Wk Low,Move Ref to Mkt,52 Wk High,52 Wk Low,
JBH,3228.68,144.580,155.949,1.851,2.44,7.62,137.91,13.5,90.00,1.53,4.84,f,JB Hi-Fi,-,18.59,+27,18.58,18.78,18.80,18.30,-.45,22.37,14.35,
JCS,-,58.722,53.417,.005,-,-,-1.72,-,-,-,-,,JCurve Solutions,-,.014,-,.013,.014,.014,.014,-1.92,.035,.006,
JYC,16.140,3.670,3.012,.030,.46,2.33,18.92,5.7,5.50,3.44,5.14,f,Joyce Corp,-,1.07,+6,1.055,1.19,1.07,1.02,+4.02,1.20,.45,
JIN,258.131,8.403,10.633,.040,.26,3.48,1.50,60.3,3.00,.50,3.31,f,Jumbo Interactive,-,.905,+7.5,.90,.915,.95,.81,+7.11,1.26,.80,
JKL,14.700,31.849,255.492,.018,.11,1.73,-13.20,-,-,-,-,,Justkapital Litigation,X,.19,-,.16,.185,.19,.18,-1.92,.26,.003,
JVG,-,8.926,13.423,-,-,-,-.04,-,-,-,-,,JV Global,-,.002,-,.001,.002,.002,.002,-1.92,.003,.001,
KSC,9.712,4.260,4.830,.162,1.73,.79,11.40,12.1,7.00,1.63,5.09,f,K & S Corp,-,1.375,+4.5,1.31,1.365,1.38,1.32,+1.46,1.605,1.125,
KAM,96.523,23.435,20.117,.166,.07,10.14,8.08,8.8,8.50,.95,11.97,f,K2 Asset Mgt,-,.71,+2,.695,.70,.715,.69,+.98,.89,.48,
KTE,2599.21,41.254,12.884,.007,.02,1.50,.01,300.0,-,-,-,,K2 Energy,-,.03,-,.03,.036,.034,.027,-1.92,.068,.01,
KII,233.696,6.475,-,.031,-,-,-,-,-,-,-,,K2 Global Eqty,-,2.44,+1,2.41,2.45,2.44,2.40,-1.51,2.55,2.33,
KPT,-,.069,.069,.016,7.93,1.20,-58.00,-,-,-,-,,Kangaroo Isl Timber,-,9.50,-,7.00,9.50,9.50,9.50,-1.92,9.50,3.50,
KAT,-,3.278,3.761,.037,.90,.92,-2.60,-,6.00,-,7.27,f,Katana Capital,-,.825,-,.81,.825,.825,.825,-1.92,.96,.80,
KATO,-,1.238,-,-,-,-,-,-,-,-,-,,  opt mar16,-,.001,-,-,.001,.001,.001,-1.92,.005,.001,
KMD,5675.15,158.501,145.978,.265,.26,5.06,13.04,10.1,9.77,1.33,7.43,f,Kathmandu Hldgs,-,1.315,-3.5,1.255,1.39,1.41,1.205,-4.52,3.00,1.105,
KBC,100.000,16.477,57.172,.026,.20,.82,.61,27.0,.50,1.22,3.03,f,Keybridge Capital,-,.165,-1,.165,.175,.175,.165,-7.64,.205,.16,
KSL,335.137,18.683,-,.203,-,-,-,-,-,-,-,,Kina Sec,-,1.24,+14,1.235,1.28,1.25,1.08,+10.80,1.475,1.01,
KSN,-,21.974,2.771,.002,-,-,-.38,-,-,-,-,,Kingston Res,-,.012,-,.012,.016,.012,.012,-1.92,.03,.01,
KSNO,-,-,-,-,-,-,-,-,-,-,-,,  opt dec15,-,.01,-,-,.001,.01,.01,-1.92,.01,.01,
KSNOA,-,6.100,-,-,-,-,-,-,-,-,-,,  opt jun16,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
KME,4.000,3.227,7.771,.016,-.01,-,2.44,14.8,1.50,1.63,4.17,p,Kip McGrath Edu Cntr,-,.36,-3,.38,.39,.39,.36,-9.62,.59,.27,
KNM,941.135,308.101,1198.92,.004,-.01,-,-1.23,-,-,-,-,,Kneomedia,X,.023,-.1,.023,.029,.024,.023,-6.09,.09,.001,
KNO,254.448,1.612,-,.006,-,-,-,-,-,-,-,,Knosys,-,.23,+2,.21,.23,.23,.205,+7.60,.25,.20,
KFE,135.000,49.761,26.542,.006,-,-,.59,2.5,-,-,-,,Kogi Iron,-,.015,-,.015,.016,.016,.015,-1.92,.083,.009,
KFEO,-,13.432,6.652,-,-,-,-,-,-,-,-,,  opt may17,-,.008,-,.004,.008,.008,.008,-1.92,.035,.002,
KKL,10397.9,355.170,50.886,.010,-,-,-.07,-,-,-,-,,Kollakorn Corp,-,.011,+.1,.01,.011,.011,.01,+8.08,.023,.003,
KKT,2141.98,8.445,9.779,.017,.07,3.36,2.00,11.7,-,-,-,,Konekt,-,.235,+2.5,.23,.24,.24,.215,+9.98,.24,.10,
KNH,-,.131,.010,.026,.21,.48,3.19,3.1,-,-,-,,Koon Hldgs,-,.10,-,-,.14,.10,.10,-1.92,.15,.10,
KOV,30.232,2.634,3.712,.034,3.13,1.03,13.90,23.2,29.00,.48,8.98,f,Korvest,-,3.23,-2,3.23,3.25,3.25,3.20,-2.54,6.25,3.16,
KRS,-,2.500,119.805,.032,.11,1.91,-2.66,-,-,-,-,f,Kresta Hldgs,-,.21,-,.14,.185,.21,.21,-1.92,.28,.14,
LMW,75.200,2.724,5.996,.014,.06,8.33,2.80,17.9,3.75,.75,7.50,f,Landmark White,-,.50,-2.5,.42,.50,.50,.475,-6.92,.53,.44,
LGR,500.000,3.463,-,.005,-,-,-2.64,-,-,-,-,,Lanka Graphite,-,.085,-1.5,.086,.10,.10,.085,-16.92,.16,.085,
LTN,108.000,56.095,33.815,.066,.06,1.25,-1.14,-,-,-,-,,Lantern Hotel Grp,-,.075,-,.071,.077,.075,.074,-1.92,.105,.068,
LBL,339.914,7.180,13.373,.010,.07,1.64,.42,27.4,.40,1.05,3.48,f,Laserbond,-,.115,+1,.105,.165,.115,.10,+7.60,.165,.085,
LAA,210.247,44.784,-,.043,.04,7.12,-2.15,-,-,-,-,,Latam Autos,-,.285,-,.285,.29,.30,.285,-1.92,.425,.21,
LBT,193.000,12.910,18.651,.011,.02,4.75,.28,33.9,-,-,-,,LBT Innovations,-,.095,-.4,.095,.105,.099,.09,-5.96,.145,.05,
LER,28.000,12.699,4.612,.019,.01,17.00,-1.80,-,-,-,-,,Leaf Resources,-,.17,+1,.15,.17,.17,.16,+4.33,.23,.07,
LGD,135.315,23.997,21.410,.056,.06,4.25,3.10,8.2,1.75,1.77,6.86,f,Legend Corp,-,.255,-2,.255,.26,.265,.255,-9.20,.295,.205,
LLC,13603.3,346.992,330.778,7.662,6.41,2.06,112.40,11.7,54.00,2.08,4.09,p,Lend Lease Grp,-,13.20,+14,13.19,13.39,13.36,12.97,-.85,17.72,12.97,
LFC,-,.096,1.860,.006,.03,2.67,-7.52,-,-,-,-,,Life corporation,-,.08,-,.042,-,.08,.08,-1.92,.24,.07,
LHC,238.871,14.677,17.616,.126,.50,5.94,9.00,33.0,15.00,.60,5.05,,Life Healthcare Grp,-,2.97,-,2.92,2.97,3.11,2.93,-1.92,3.92,1.975,
LIC,100.113,10.781,13.997,.280,1.11,2.43,16.50,16.4,1.50,11.00,.56,f,Lifestyle Commun,-,2.70,+6,2.61,2.72,2.82,2.61,+.35,2.82,1.67,
LAU,161.663,52.518,11.702,.125,-,-,2.40,18.1,2.10,1.14,4.83,f,Lindsay Aust,-,.435,+.5,.41,.42,.435,.40,-.76,.52,.35,
LSX,159.403,3.364,3.341,.019,.29,.62,-25.90,-,-,-,-,,Lion Selection Grp,-,.18,-.5,.18,.24,.185,.18,-4.63,.32,.15,
LHB,21.550,4.131,6.251,.016,.01,14.00,-.28,-,-,-,-,,Lionhub Grp,-,.14,-,.12,.16,.14,.14,-1.92,.18,.11,
LCT,390.231,53.157,23.323,.015,.01,3.50,-1.75,-,-,-,-,,Living Cell Tech,-,.035,-.5,.037,.04,.04,.035,-14.42,.082,.031,
LCM,117.463,20.625,32.815,.050,-,-,12.00,6.0,7.00,1.71,9.66,p,LogiCamms,-,.725,-3.5,.725,.74,.76,.72,-6.53,.99,.57,
LCE,-,.219,.033,.005,.21,1.10,.27,85.2,1.00,.27,4.35,f,London City Equities,-,.23,-,.215,.27,.23,.23,-1.92,.29,.20,
LOV,1533.71,33.647,-,.329,-,-,-,-,-,-,-,f,Lovisa Hldgs,-,3.13,-12,3.12,3.13,3.45,3.09,-5.62,3.78,2.00,
LWP,40950.8,3953.95,231.439,.039,-,-,-3.99,-,-,-,-,,LWP Tech,-,.01,-,.009,.01,.011,.009,-1.92,.025,.003,
LYL,34.857,2.392,3.247,.052,1.37,.96,-2.30,-,3.00,-,2.27,f,Lycopodium,-,1.32,-3,1.27,1.49,1.35,1.31,-4.15,2.08,1.20,
MTU,5109.14,145.139,134.720,1.601,-,-,40.54,21.5,32.00,1.27,3.67,f,M2 Grp,-,8.73,-5,8.73,8.85,8.96,8.41,-2.49,11.79,7.32,
MAH,9459.26,625.276,426.703,.088,.20,.35,-17.34,-,-,-,-,,Macmahon Hldgs,-,.07,-.6,.069,.077,.078,.07,-9.82,.115,.031,
MQA,9335.22,256.992,241.385,1.858,1.60,2.24,11.63,30.9,16.00,.73,4.46,,Macq Atlas Roads,-,3.59,+8,3.58,3.60,3.70,3.465,+.36,3.70,2.54,
MQG,5372.64,216.613,196.356,26.252,38.19,2.06,538.15,14.6,330.00,1.63,4.19,p,Macquarie Grp,-,78.71,+291,78.50,79.00,79.18,76.97,+1.92,86.20,54.65,
MRN,-,1.442,1.438,.195,-,-,39.83,2.9,5.00,7.97,4.39,f,Macquarie Radio,-,1.14,-,.70,1.05,1.14,1.14,-1.92,1.365,.90,
MAQ,5.958,4.220,1.500,.168,3.65,2.19,-20.40,-,25.00,-,3.13,f,Macq Telecom Grp,-,8.00,+30,7.85,8.10,8.00,7.32,+1.97,8.20,4.60,
MGE,2609.24,111.611,-,.285,-,-,-,-,-,-,-,,Magellan Glb Mgd,-,2.59,-4,2.57,2.64,2.63,2.58,-3.44,2.73,2.43,
MFG,1885.71,96.430,85.037,3.053,1.78,10.68,109.20,17.4,74.90,1.46,3.94,f,Magellan Fin Grp,-,19.01,+44,18.75,19.20,19.15,17.79,+.45,21.68,12.00,
MFGOC,-,.043,.201,.016,-,-,-,-,-,-,-,,  opt jun16,-,16.20,-,13.51,-,16.20,16.20,-1.92,17.60,10.00,
MFF,765.657,66.491,65.939,.863,2.12,.88,48.79,3.8,2.00,24.40,1.07,f,Magellan Flagship,-,1.87,+.5,1.85,1.87,1.885,1.835,-1.65,1.99,1.402,
MFFO,50.420,17.953,16.447,.070,-,-,-,-,-,-,-,,  opt oct17,-,.875,+1.5,.83,.89,.88,.85,-.18,.96,.45,
MHG,343.158,1.563,-,.015,-,-,-,-,-,-,-,,Magellan Glb Hdg,-,2.37,+2,2.35,2.38,2.37,2.33,-1.07,2.50,2.26,
MGL,35.000,36.503,19.317,.015,.03,.43,-.08,-,-,-,-,,Magontec,-,.013,-.1,.013,.014,.014,.013,-9.07,.03,.012,
MGP,190.502,5.114,6.351,.015,.06,3.17,.41,46.3,.80,.51,4.21,,Managed Accts,-,.19,-.5,.195,.205,.20,.19,-4.49,.23,.145,
MTL,97.927,66.332,-,.006,.03,2.37,-3.65,-,-,-,-,,Manalto,X,.071,-2.2,.072,.089,.094,.071,-25.58,.345,.001,
MTR,13605.9,69.393,47.156,.949,.10,35.50,14.20,25.0,10.00,1.42,2.82,f,Mantra Grp,-,3.55,+2,3.52,3.60,3.60,3.45,-1.36,4.39,2.24,
MCX,6.134,1.101,1.082,-,-.19,-,-5.37,-,-,-,-,,Mariner Corp,-,.07,+.4,.085,.10,.07,.07,+4.14,.23,.029,
MJP,279.873,89.280,-,.075,-,-,-,-,-,-,-,,Martin Aircraft,-,.43,-3.5,.43,.45,.485,.425,-9.45,3.15,.395,
MYE,269.790,16.455,24.491,.019,.52,.40,-5.00,-,2.00,-,9.52,f,Mastermyne Grp,-,.21,-2.5,.21,.24,.21,.20,-12.56,.67,.15,
MCE,26.170,14.835,16.606,.043,1.33,.35,3.80,12.1,3.00,1.27,6.52,f,Matrix C & E,-,.46,-,.435,.45,.46,.41,-1.92,1.02,.41,
MXI,312.014,31.646,32.890,.079,.42,1.01,2.43,17.5,4.25,.57,10.00,f,MaxiTRANS Ind,-,.425,-.5,.425,.44,.45,.42,-3.09,.995,.39,
MSP,-,7.164,4.272,.006,1.11,.03,.22,12.7,-,-,-,,Maxsec Grp,-,.028,-,.028,.03,.028,.028,-1.92,.078,.009,
MYX,8586.60,323.805,224.833,.851,.03,35.33,1.18,89.8,-,-,-,,Mayne Pharma,-,1.06,+7.5,1.055,1.07,1.075,.985,+5.69,1.27,.546,
MCS,292.514,121.616,78.888,.026,.48,.19,-32.17,-,-,-,-,,McAleese,-,.092,+.9,.09,.092,.092,.081,+8.92,.46,.066,
MMS,3089.58,73.757,63.249,1.095,1.53,8.60,87.00,15.1,52.00,1.67,3.95,f,McMillan Shakespr,-,13.16,+31,13.00,13.30,13.295,12.55,+.49,14.84,9.55,
MCP,221.698,24.657,21.667,.063,-.15,-,9.20,7.0,8.00,1.15,12.40,f,McPherson's,-,.645,-1,.64,.66,.66,.63,-3.45,1.43,.51,
MWS,-,451.189,78.977,.008,-,-,-40.00,-,-,-,-,,MDS Financial Grp,-,.002,-,.001,.002,.002,.002,-1.92,.005,.001,
MPL,61142.3,2270.19,-,6.637,.43,5.60,10.40,23.2,5.30,1.96,2.20,f,Medibank Private,-,2.41,+9,2.40,2.41,2.41,2.28,+1.96,2.59,1.99,
MEB,341.773,104.676,642.577,.032,-.09,-,-17.15,-,-,-,-,,Medibio,X,.425,-,.415,.425,.435,.415,-1.92,.49,.20,
MLA,1416.13,6.353,9.758,.007,.03,1.67,-.17,-,-,-,-,,Medical Aust,-,.05,-,.05,.063,.05,.04,-1.92,.186,.04,
MVP,388.008,11.638,3.371,.173,.02,150.00,2.60,115.4,-,-,-,f,Medical Develop,-,3.00,+72,3.00,3.03,3.03,2.32,+29.66,3.03,1.05,
MGZ,-,3.384,1.951,.003,-.01,-,-.64,-,-,-,-,,Medigard,-,.03,-,.012,.045,.03,.03,-1.92,.145,.013,
MDC,100.644,6.199,-,.014,-,-,-,-,-,-,-,,Medlab Clinical,-,.18,-,.175,.18,.185,.175,-1.92,.215,.16,
MDG,-,1.979,4.211,.007,.01,7.00,-1.99,-,-,-,-,,Medtech Global,-,.07,-,.07,.075,.07,.07,-1.92,.195,.07,
MLB,155.861,11.831,22.789,.163,-.99,-,7.25,24.1,7.00,1.04,4.00,p,Melbourne IT,-,1.75,-7,1.745,1.79,1.815,1.72,-5.77,1.99,1.23,
MVT,31.933,14.295,9.751,.036,.15,.90,-.28,-,-,-,-,,Mercantile Investment,-,.135,+.5,.13,.135,.135,.13,+1.92,.14,.115,
MHI,50.000,1.595,2.717,.015,.48,.32,-2.10,-,.50,-,3.23,,Merchant House,-,.155,-.5,.155,.17,.16,.155,-5.05,.23,.155,
MEZ,1138.06,14.380,-,2.498,-,-,8.36,23.8,6.22,1.34,3.13,,Meridian Energy,-,1.99,+9,1.88,-,1.99,1.915,+2.81,2.29,1.85,
MSB,1812.85,83.219,79.028,1.157,.23,14.91,-37.20,-,-,-,-,,Mesoblast,-,3.43,+22,3.35,3.49,3.53,3.11,+4.93,4.63,2.91,
MTS,25134.8,1609.43,802.942,.942,-.14,-,-42.40,-,15.50,-,15.27,f,Metcash,-,1.015,-5.5,1.01,1.035,1.09,1.015,-7.06,2.94,1.015,
MPP,-,2.501,5.921,.230,-,-,5.20,23.9,3.20,1.63,2.57,,Metro Perform Glass,-,1.245,-,-,1.24,1.245,1.245,-1.92,1.85,1.18,
MGC,7539.00,84.595,-,.447,-,-,-,-,-,-,-,,MG Unit Tr,-,2.14,+11,2.10,2.15,2.15,1.992,+3.50,2.50,1.76,
MWR,51.952,2.373,1.668,.011,.24,5.23,12.16,10.3,2.40,5.07,1.91,,MGM Wireless,-,1.255,+4.5,1.255,1.28,1.30,1.22,+1.80,1.84,.85,
MGS,-,8.208,4.484,.012,-,-,-2.62,-,-,-,-,,MGT Resources,-,.039,-,-,.034,.039,.039,-1.92,.048,.015,
MYT,29.134,7.630,39.472,3.290,2.11,1.11,3.03,77.6,13.00,.23,5.53,,Mighty River Power,-,2.35,-5.1,2.30,2.57,2.40,2.35,-4.05,3.49,2.20,
MIG,890.833,30.849,262.369,.231,-,-,-5.25,-,-,-,-,,Migme,-,1.05,-6,1.05,1.095,1.12,1.00,-7.33,1.33,.32,
MAX,-,-,.517,.002,6.35,.99,-956.81,-,8.00,-,1.27,,Millinium Alt Fund,-,6.30,-,-,6.20,6.30,6.30,-1.92,6.51,6.30,
MLT,438.680,24.130,25.670,2.757,4.19,1.03,20.08,21.4,18.40,1.09,4.28,f,Milton Corp,-,4.30,-1,4.28,4.31,4.40,4.28,-2.15,4.89,4.03,
MIN,5028.58,234.549,193.490,.829,5.37,.82,6.85,64.5,22.50,.30,5.09,f,Mineral Resources,-,4.42,+20,4.38,4.44,4.54,4.09,+2.82,8.97,3.94,
MNW,1814.53,123.527,221.644,.035,-,-,-1.54,-,-,-,-,,Mint Payments,-,.062,-,.061,.062,.063,.06,-1.92,.17,.041,
MIR,86.406,8.594,10.169,.354,2.18,1.14,5.05,49.1,10.00,.51,4.03,f,Mirrabooka Invest,-,2.48,-6,2.44,2.48,2.56,2.44,-4.29,2.83,2.42,
MGR,65004.1,2383.03,2052.50,6.311,1.74,.98,16.51,10.3,9.40,1.76,5.51,,Mirvac Grp,-,1.705,-2,1.695,1.71,1.75,1.66,-3.08,2.19,1.635,
MBT,-,8.532,1.227,.002,.20,.22,90.73,.0,-,-,-,,Mission NewEnergy,-,.045,-,.015,.069,.045,.045,-1.92,.315,.008,
MUA,550.724,10.102,-,.195,-,-,-,-,-,-,-,,Mitula Grp,-,.95,+3,.93,.94,.95,.92,+1.34,1.00,.755,
MVB,117.274,1.310,.345,.019,-,-,70.95,36.5,158.87,.45,6.13,p,Market Vectors Banks,-,25.90,+100,25.35,28.80,26.00,24.97,+2.09,31.37,24.01,
MVE,-,.446,.043,.002,-,-,-,-,-,-,-,p,Market Vect Emerg Res,-,5.52,-,5.36,5.59,5.52,5.52,-1.92,9.09,5.50,
MVW,34.073,1.737,.315,.043,-,-,-,-,-,-,-,p,Market Vectors Eq Wt,-,21.08,+37,20.11,21.11,21.14,20.52,-.14,23.52,19.66,
MVA,4.534,1.184,.342,.042,-,-,162.57,11.0,82.55,1.97,4.63,p,Market Vectors Prop,-,17.84,-4,17.50,19.02,17.84,17.60,-2.15,19.82,15.77,
MVR,.765,.126,.012,.002,-,-,-,-,-,-,-,p,Market Vectors Aust Res,-,15.57,-4,15.78,15.92,15.57,15.55,-2.18,21.21,15.20,
CETF,8.497,.385,-,.002,-,-,-,-,-,-,-,,Market Vectors China,-,57.14,-281,52.22,60.00,57.73,54.59,-6.61,79.00,51.72,
GDX,14.428,.263,-,.003,-,-,-,-,-,-,-,,Market Vectors Gold,-,19.87,+119,18.39,19.84,19.89,18.31,+4.45,23.98,17.83,
MVS,42.479,1.973,-,.027,-,-,-,-,-,-,-,p,Market Vectors Sm Cap,-,15.27,+39,15.00,15.26,15.29,14.84,+.70,17.19,14.35,
MOAT,.950,.036,-,.001,-,-,-,-,-,-,-,,Market Vectors Moat,-,40.50,+3,40.18,40.33,40.52,40.50,-1.85,43.25,38.92,
QUAL,51.516,2.996,-,.055,-,-,-,-,-,-,-,,Market Vect WexAu Qual,-,18.57,-8,18.50,18.54,18.70,18.40,-2.35,19.44,15.19,
MRM,11246.2,535.813,340.669,.195,2.10,.25,-13.91,-,5.50,-,10.48,f,MMA Offshore,-,.525,+1.5,.50,.525,.545,.49,+1.02,2.14,.44,
MMJ,1338.64,203.491,-,.032,-,-,-,-,-,-,-,,MMJ Phytotech,-,.29,-4,.29,.295,.335,.29,-14.04,.92,.255,
MIH,-,-,.390,.086,-,-,-4.45,-,-,-,-,,MNC Media Invest,-,3.60,-,1.60,3.24,3.60,3.60,-1.92,3.60,3.50,
MBO,-,3.441,27.263,.007,-,-,-.23,-,-,-,-,,Mobilarm,-,.02,-,.02,.027,.016,.016,-1.92,.053,.016,
MBE,2242.92,249.555,493.251,.086,.05,4.40,.77,28.6,-,-,-,,Mobile Embrace,-,.22,+1,.21,.22,.22,.205,+2.84,.32,.13,
MKB,2848.87,144.922,264.231,.079,.01,10.50,-3.28,-,-,-,-,,MOKO Social Media,-,.105,-.5,.105,.11,.11,.10,-6.47,.18,.098,
MND,1864.90,126.392,70.748,.606,3.92,1.66,113.91,5.7,92.00,1.24,14.15,f,Monadelphous Grp,-,6.50,-13,6.50,6.57,6.78,6.09,-3.88,13.87,6.09,
MVF,1458.09,102.007,148.520,.290,-.46,-,9.20,13.4,6.95,1.32,5.65,f,Monash IVF Grp,-,1.23,-.5,1.23,1.24,1.265,1.21,-2.33,1.78,1.052,
MNY,596.070,56.914,30.528,.150,.80,1.45,11.82,9.8,5.25,2.25,4.53,f,Money3 Corp,-,1.16,+5,1.16,1.18,1.185,1.075,+2.58,1.825,.915,
MNYO,-,.632,.350,.006,-,-,-,-,-,-,-,,  opt may18,-,.40,-,.15,.40,.40,.40,-1.92,.77,.20,
MTI,-,82.830,124.084,.004,-,-,-.01,-,-,-,-,,Montec Int'l,-,.001,-,-,.002,.001,.001,-1.92,.002,.001,
MOQ,4192.14,47.214,10.325,.038,-,-,-1.61,-,-,-,-,,Montech Hldgs,-,.035,-,.035,.038,.035,.034,-1.92,.05,.028,
MRV,3171.15,134.148,436.659,.005,-,-,.27,1.1,-,-,-,,Moreton Resources,-,.003,-.1,.003,.004,.003,.003,-26.92,.006,.003,
MOC,309.162,20.662,13.292,.244,.76,2.59,15.20,12.9,15.50,.98,7.89,f,Mortgage Choice,-,1.965,-.5,1.93,1.985,2.01,1.91,-2.18,3.00,1.85,
MOT,-,414.821,892.942,.005,-,-,-.02,-,-,-,-,,Motopia,-,.001,-,-,.001,.001,.001,-1.92,.002,.001,
MRF,751.285,266.649,108.482,.010,-,-,-2.90,-,-,-,-,,MRL Corp,-,.053,+.2,.052,.055,.054,.051,+2.00,.13,.03,
MRFOA,-,12.005,8.362,-,-,-,-,-,-,-,-,,  opt oct16,-,.01,-,.002,.01,.01,.01,-1.92,.025,.003,
MUI,-,.500,-,.004,-,-,-.11,-,-,-,-,,MUI Corp,-,.001,-,-,.001,.001,.001,-1.92,.001,.001,
MUE,1733.81,55.454,51.674,.018,-,-,9.50,.7,-,-,-,,Multiplex European,-,.071,+.2,-,-,.071,.069,+.98,.071,.031,
MSI,-,.549,1.579,.002,.03,.60,-.18,-,-,-,-,,Multistack Int'l,-,.018,-,.018,.029,.018,.018,-1.92,.018,.007,
MCH,-,.128,.103,.005,.80,.31,-12.33,-,-,-,-,,Murchison Hldgs,-,.25,-,.14,.23,.25,.25,-1.92,.25,.10,
MPX,-,2.217,-,.024,.11,2.41,.51,52.0,-,-,-,,Mustera Prop Grp,-,.265,-,.20,.27,.265,.265,-1.92,.29,.20,
MNF,155.578,20.839,19.641,.232,-.24,-,11.49,30.3,5.75,2.00,1.65,f,My Net Fone,-,3.48,-10,3.48,3.56,3.58,3.47,-4.72,4.10,2.40,
MYR,35783.9,882.531,839.621,.604,-.12,-,5.10,17.2,12.50,.41,14.29,f,Myer Hldgs,-,.875,-2.5,.875,.895,.91,.845,-4.70,1.910,.845,
MYQ,988.277,8.528,-,.006,-,-,-,-,-,-,-,,MyFiziq,-,.14,+.5,.125,.14,.14,.125,+1.78,.165,.125,
MYO,12018.7,205.132,-,1.905,-.68,-,-15.00,-,-,-,-,,MYOB Grp,-,3.26,-4,3.23,3.27,3.48,3.24,-3.13,3.92,2.98,
MYS,729.773,12.730,9.527,.383,2.50,1.76,37.25,11.8,28.50,1.31,6.49,f,MyState,-,4.39,-2,4.38,4.50,4.50,4.37,-2.38,5.48,4.27,
NAM,13.000,5.005,6.865,.029,1.13,.23,5.70,4.6,.50,11.40,1.92,,Namoi Cotton,-,.26,+1,.26,.29,.26,.26,+2.08,.37,.25,
NAN,2260.54,104.283,67.180,.383,.16,8.44,-2.00,-,-,-,-,,Nanosonics,-,1.35,-8.5,1.345,1.40,1.455,1.335,-7.85,2.02,.89,
NAC,402.840,5.865,-,.019,-,-,-,-,-,-,-,f,NAOS Absolute Opp,-,.90,+3.5,.87,.935,.90,.875,+2.12,1.00,.84,
NACO,688.390,3.492,-,-,-,-,-,-,-,-,-,,  opt nov16,-,.03,+1.5,.03,.035,.03,.02,+98.08,.05,.01,
NCC,267.049,15.456,14.106,.045,1.04,.92,.23,415.2,6.25,.04,6.54,f,NAOS Emerging Opp,-,.955,+1.5,.955,.99,.985,.91,-.33,1.13,.91,
NAB,26668.4,968.672,823.482,81.556,15.65,1.98,244.10,12.7,198.00,1.23,6.37,f,National Aust Bank,-,31.06,+87,31.06,31.24,31.38,29.76,+.96,39.15,29.15,
NSR,4785.91,149.775,141.706,.538,1.11,1.45,-.45,-,8.20,-,5.09,,Natl Storage REIT,-,1.61,+8.5,1.585,1.62,1.695,1.46,+3.65,1.75,1.30,
NVL,548.092,9.541,-,.049,-,-,-,-,-,-,-,,National Veterinary,-,1.48,+5,1.48,1.50,1.50,1.415,+1.57,1.50,1.125,
NVT,3290.75,159.575,170.350,1.480,-.54,-,19.10,20.6,19.50,.98,4.96,f,Navitas,-,3.93,-4,3.90,3.97,4.04,3.90,-2.93,5.61,3.82,
NEA,1674.55,215.324,219.009,.171,.03,16.00,-.24,-,-,-,-,,Nearmap,-,.48,+3,.47,.48,.48,.45,+4.74,.835,.36,
NMS,1.410,.662,23.164,.065,1.13,.93,4.60,22.8,-,-,-,,Neptune Marine,-,1.05,-25,1.00,1.045,1.30,1.05,-21.15,1.45,.92,
NCL,30.000,9.332,-,.045,-,-,-,-,-,-,-,,Netccentric,-,.17,-3,.17,.18,.20,.17,-16.92,.27,.15,
NTC,1695.03,39.217,68.378,.167,.12,10.79,1.91,67.8,-,-,-,,NetComm Wireless,-,1.295,+23.5,1.295,1.31,1.32,1.015,+20.25,1.32,.35,
NEU,4853.63,540.793,482.157,.138,.01,8.40,-.55,-,-,-,-,,Neuren Pharma,-,.084,-.9,.084,.086,.091,.083,-11.60,.185,.074,
NWF,-,10.721,3.150,.156,-,-,-.75,-,-,-,-,,Newfield Res,-,.85,-,.38,.75,.85,.85,-1.92,1.03,.45,
NHH,-,.025,.050,.037,1.19,1.30,4.81,32.2,6.00,.80,3.87,f,Newhaven Hotels,-,1.55,-,-,-,1.394,1.394,-1.92,1.55,.811,
NWS,592.185,40.907,30.236,.868,15.25,1.20,-33.85,-,9.49,-,.52,,News Corp,-,18.33,-18,18.29,18.54,18.49,17.98,-2.90,21.96,16.16,
NWSLV,4.727,.255,3.278,.041,-,-,-,-,9.49,-,.52,,  a nonvote,-,18.32,-5,18.27,18.50,18.36,17.88,-2.19,22.42,16.61,
NWZ,6424.72,171.906,20.646,.023,.01,3.70,-8.14,-,-,-,-,,Newzulu,-,.037,+.7,.035,.037,.039,.024,+21.41,.215,.024,
NXT,914.528,81.585,92.417,.447,1.09,2.12,-5.21,-,-,-,-,,NEXTDC,-,2.31,-1,2.29,2.34,2.35,2.23,-2.35,2.69,1.59,
NHF,2175.31,87.273,81.642,1.444,.58,5.67,17.30,19.0,11.50,1.50,3.50,f,NIB Hldgs,-,3.29,+15,3.25,3.30,3.29,3.09,+2.85,3.885,2.75,
NCK,1504.55,10.029,7.632,.288,.54,6.57,21.10,16.8,15.00,1.41,4.23,f,Nick Scali,-,3.55,-4,3.53,3.66,3.67,3.48,-3.04,3.79,2.63,
